CreateObject(1344, 2489.9390, -1649.5145, 13.3163, 0.0000, 0.0000, 0.0000);
CreateObject(993, -1102.1999511719, -1010.200012207, 129.80000305176, 0, 0, 179.91760253906);
CreateObject(993, -1112.0999755859, -1010.200012207, 129.80000305176, 0, 0, 179.91760253906);
CreateObject(1503, -1090.8000488281, -1002.9000244141, 128.19999694824, 0, 0, 88);
CreateObject(1503, -1090.6999511719, -1007.0999755859, 128.19999694824, 0, 0, 87.994995117188);
CreateObject(993, -1122, -1010.200012207, 129.80000305176, 0, 0, 179.91760253906);
CreateObject(993, -1131.6999511719, -1010.200012207, 129.80000305176, 0, 0, 179.91760253906);
CreateObject(1681, -1104.0999755859, -1035.9000244141, 131.69999694824, 0, 0, 290);
CreateObject(1682, -1012, -1009.5, 134.69999694824, 0, 0, 122);
CreateObject(993, -1140.9000244141, -1013, 129.80000305176, 0, 0, 213.91760253906);
CreateObject(993, -1150.1999511719, -1043.4000244141, 129.80000305176, 0, 0, 145.9147644043);
CreateObject(993, -1141.1999511719, -1046.8000488281, 129.80000305176, 0, 0, 171.90942382813);
CreateObject(993, -1131.3000488281, -1048.1999511719, 129.80000305176, 0, 0, 171.90856933594);
CreateObject(993, -1121.5, -1048.4000244141, 129.80000305176, 0, 0, 185.90856933594);
CreateObject(993, -1111.4000244141, -1048.0999755859, 129.80000305176, 0, 0, 177.90515136719);
CreateObject(993, -1101.4000244141, -1048.3000488281, 129.80000305176, 0, 0, 179.90161132813);
CreateObject(993, -1145.0999755859, -1020.9000244141, 129.80000305176, 0, 0, 271.95556640625);
CreateObject(993, -1142, -1030.0999755859, 129.80000305176, 0, 0, 305.95556640625);
CreateObject(1225, -1152.3000488281, -1039.5, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1151.5, -1041.1999511719, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1147.6999511719, -1043.9000244141, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1148.4000244141, -1041.8000488281, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1149, -1039.3000488281, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1149.8000488281, -1037, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1150.5, -1035, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1151.1999511719, -1033, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1152.5999755859, -1037.5999755859, 128.60000610352, 0, 0, 0);
CreateObject(7981, -1124.1999511719, -1019.299987793, 133.19999694824, 0, 0, 194);
CreateObject(993, -1133.8000488281, -1033.9000244141, 129.80000305176, 0, 0, 5.9527587890625);
CreateObject(993, -1124, -1032.9000244141, 129.80000305176, 0, 0, 5.9490966796875);
CreateObject(993, -1115, -1029.3000488281, 129.80000305176, 0, 0, 37.949096679688);
CreateObject(1633, -1112.3000488281, -1032.1999511719, 129.5, 0, 0, 294);
CreateObject(1633, -1108.4000244141, -1044.3000488281, 129.5, 0, 0, 281.99963378906);
CreateObject(993, -1106.9000244141, -1023.4000244141, 129.80000305176, 0, 0, 33.94677734375);
CreateObject(993, -1098.5999755859, -1017.700012207, 129.80000305176, 0, 0, 33.942260742188);
CreateObject(993, -1092.5, -1013.5999755859, 129.80000305176, 0, 0, 33.942260742188);
CreateObject(1225, -1096.3000488281, -1042.0999755859, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1095, -1040.6999511719, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1094, -1039, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1093.3000488281, -1036.6999511719, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1093.0999755859, -1034.1999511719, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1093.5, -1032.0999755859, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1094.4000244141, -1030, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1096.5999755859, -1028.5, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1098.8000488281, -1027.5999755859, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1100.5999755859, -1026.6999511719, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1102.6999511719, -1026.3000488281, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1105.1999511719, -1026.5, 128.60000610352, 0, 0, 0);
CreateObject(993, -1091.6999511719, -1048.3000488281, 129.80000305176, 0, 0, 179.90112304688);
CreateObject(993, -1082.0999755859, -1048.3000488281, 129.80000305176, 0, 0, 179.90112304688);
CreateObject(993, -1072.1999511719, -1048.3000488281, 129.80000305176, 0, 0, 179.90112304688);
CreateObject(3095, -1098.6999511719, -1034.5, 128.19999694824, 0, 0, 0);
CreateObject(3095, -1107.5999755859, -1036.5999755859, 128.19999694824, 0, 0, 0);
CreateObject(3115, -1056.0999755859, -1037.5999755859, 129.10000610352, 0, 0, 0);
CreateObject(993, -1065.5, -1048.4000244141, 129.80000305176, 0, 0, 179.90112304688);
CreateObject(993, -1058.9000244141, -1048.4000244141, 129.80000305176, 0, 0, 179.90112304688);
CreateObject(993, -1045.5, -1048.1999511719, 129.80000305176, 0, 0, 179.90112304688);
CreateObject(993, -1081, -1044.4000244141, 129.80000305176, 0, 0, 231.90112304688);
CreateObject(993, -1075.8000488281, -1036.0999755859, 129.80000305176, 0, 0, 243.8994140625);
CreateObject(993, -1071.5999755859, -1027.4000244141, 129.80000305176, 0, 0, 243.896484375);
CreateObject(993, -1064.0999755859, -1022.9000244141, 129.80000305176, 0, 0, 179.896484375);
CreateObject(1225, -1098.3000488281, -1043.0999755859, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1100.4000244141, -1044, 128.60000610352, 0, 0, 0);
CreateObject(1637, -1072.3000488281, -1071.6999511719, 129.5, 0, 0, 0);
CreateObject(993, -1054.4000244141, -1022.9000244141, 129.80000305176, 0, 0, 179.89562988281);
CreateObject(993, -1044.5, -1022.9000244141, 129.80000305176, 0, 0, 179.89562988281);
CreateObject(993, -1034.5, -1022.9000244141, 129.80000305176, 0, 0, 179.89562988281);
CreateObject(993, -1024.6999511719, -1022.9000244141, 129.80000305176, 0, 0, 179.89562988281);
CreateObject(993, -1016.5, -1027.0999755859, 129.80000305176, 0, 0, 125.89566040039);
CreateObject(993, -1013.0999755859, -1036.4000244141, 129.80000305176, 0, 0, 93.892333984375);
CreateObject(993, -1016, -1045.5999755859, 129.80000305176, 0, 0, 51.88916015625);
CreateObject(993, -1024.3000488281, -1049.6999511719, 129.80000305176, 0, 0, 1.888427734375);
CreateObject(993, -1034.0999755859, -1048.9000244141, 129.80000305176, 0, 0, 175.90112304688);
CreateObject(993, -1039.0999755859, -1048.5999755859, 129.80000305176, 0, 0, 175.89660644531);
CreateObject(993, -1035.5, -1048.8000488281, 129.80000305176, 0, 0, 175.89660644531);
CreateObject(14467, -1021.200012207, -1043.0999755859, 131, 0, 0, 0);
CreateObject(14467, -1020.9000244141, -1030, 131, 0, 0, 180);
CreateObject(970, -1064.3000488281, -1012.200012207, 128.80000305176, 0, 0, 318);
CreateObject(970, -1061.1999511719, -1015, 128.80000305176, 0, 0, 317.99926757813);
CreateObject(970, -1050.6999511719, -1021, 128.80000305176, 0, 0, 231.99926757813);
CreateObject(970, -1048.3000488281, -1017.9000244141, 128.80000305176, 0, 0, 231.99829101563);
CreateObject(970, -1037.3000488281, -1009.200012207, 128.80000305176, 0, 0, 317.99926757813);
CreateObject(970, -1034.1999511719, -1011.9000244141, 128.80000305176, 0, 0, 317.99926757813);
CreateObject(970, -1019.9000244141, -1020.700012207, 128.80000305176, 0, 0, 269.99926757813);
CreateObject(1225, -1093.9000244141, -1042.5999755859, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1092.9000244141, -1044.1999511719, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1091.9000244141, -1045.9000244141, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1095.4000244141, -1045.5999755859, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1098.3000488281, -1047.3000488281, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1098.9000244141, -1025.1999511719, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1099.3000488281, -1022.5999755859, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1099.6999511719, -1020.200012207, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1102.0999755859, -1023.200012207, 128.60000610352, 0, 0, 0);
CreateObject(1225, -1105.6999511719, -1023.5, 128.60000610352, 0, 0, 0);
CreateObject(1676, -1195.3000488281, -1065.5, 129.80000305176, 0, 0, 291.99462890625);
CreateObject(1676, -1196.4000244141, -1063.0999755859, 129.80000305176, 0, 0, 291.99462890625);
CreateObject(1676, -1197.5, -1060.5999755859, 129.80000305176, 0, 0, 291.99462890625);
CreateObject(1676, -1198.5, -1058.3000488281, 129.80000305176, 0, 0, 291.99462890625);
CreateObject(1676, -1199.4000244141, -1055.9000244141, 129.80000305176, 0, 0, 291.99462890625);
CreateObject(3564, -1190.5, -917.79998779297, 129.80000305176, 0, 0, 0);
CreateObject(3564, -1190.5, -913.59997558594, 129.80000305176, 0, 0, 0);
CreateObject(3066, -1197.5999755859, -957.09997558594, 129.30000305176, 0, 0, 0);
CreateObject(3066, -1197.8000488281, -945.79998779297, 129.30000305176, 0, 0, 0);
CreateObject(894, -743, 895.099609375, 11.39999961853, 0, 0, 0);
CreateObject(893, -759.099609375, 820.099609375, 13.300000190735, 0, 0, 0);
CreateObject(771, -754.3994140625, 722.8994140625, 17.10000038147, 0, 0, 0);
CreateObject(771, -764.59997558594, 729.20001220703, 17.200000762939, 0, 0, 0);
CreateObject(700, -728, 759.5, 17.799999237061, 0, 0, 0);
CreateObject(700, -734.40002441406, 741.40002441406, 17.299999237061, 0, 0, 0);
CreateObject(700, -741.5, 728.70001220703, 17, 0, 0, 0);
CreateObject(700, -749.19921875, 723.3994140625, 17.5, 0, 0, 0);
CreateObject(726, -786.20001220703, 848.09997558594, 11.89999961853, 0, 0, 0);
CreateObject(771, -577, 1105.6999511719, 10, 0, 0, 0);
CreateObject(771, -584.20001220703, 1112.0999755859, 10, 0, 0, 0);
CreateObject(771, -839, 1006.5, 23.5, 0, 0, 0);
CreateObject(771, -837.59997558594, 995.29998779297, 23.5, 0, 0, 0);
CreateObject(700, -766.59997558594, 736.59997558594, 17.60000038147, 0, 0, 0);
CreateObject(700, -761, 743.09997558594, 17.5, 0, 0, 0);
CreateObject(700, -753.70001220703, 752.29998779297, 17.700000762939, 0, 0, 0);
CreateObject(700, -747.59997558594, 766.5, 17.799999237061, 0, 0, 0);
CreateObject(700, -744.5, 781, 17.39999961853, 0, 0, 0);
CreateObject(700, -722.29998779297, 789.5, 17, 0, 0, 0);
CreateObject(700, -743.20001220703, 790.70001220703, 17, 0, 0, 0);
CreateObject(700, -741.5, 806.29998779297, 16.299999237061, 0, 0, 0);
CreateObject(700, -717.70001220703, 821.29998779297, 15.5, 0, 0, 0);
CreateObject(700, -740.70001220703, 821.79998779297, 15.5, 0, 0, 0);
CreateObject(700, -740, 833.59997558594, 14.89999961853, 0, 0, 0);
CreateObject(700, -715.40002441406, 848.09997558594, 14.199999809265, 0, 0, 0);
CreateObject(700, -739.29998779297, 840.29998779297, 14.60000038147, 0, 0, 0);
CreateObject(700, -737.59997558594, 850.09997558594, 14.199999809265, 0, 0, 0);
CreateObject(700, -735.29998779297, 889.5, 12.199999809265, 0, 0, 0);
CreateObject(700, -736.79998779297, 869.09997558594, 13.199999809265, 0, 0, 0);
CreateObject(11495, -652.7998046875, 889.8994140625, 0.69999998807907, 0, 0, 47.499389648438);
CreateObject(11495, -639.3994140625, 877.599609375, 0.69999998807907, 0, 0, 47.499389648438);
CreateObject(899, -844.599609375, 919.19921875, -2, 0, 0, 27.504272460938);
CreateObject(700, -733.59997558594, 903.5, 11.5, 0, 0, 0);
CreateObject(700, -732.70001220703, 915.70001220703, 11.5, 0, 0, 0);
CreateObject(700, -732.09997558594, 926.29998779297, 11.5, 0, 0, 0);
CreateObject(700, -731.40002441406, 935.70001220703, 11.5, 0, 0, 0);
CreateObject(700, -731, 944, 11.5, 0, 0, 0);
CreateObject(700, -732.5, 967.20001220703, 11.5, 0, 0, 0);
CreateObject(700, -740.09997558594, 975.09997558594, 11.39999961853, 0, 0, 0);
CreateObject(700, -748.59997558594, 982.59997558594, 12.39999961853, 0, 0, 0);
CreateObject(700, -756.70001220703, 987.09997558594, 14.39999961853, 0, 0, 0);
CreateObject(700, -766, 991, 15.60000038147, 0, 0, 0);
CreateObject(700, -775.5, 994.09997558594, 16.5, 0, 0, 0);
CreateObject(700, -786.5, 997, 17.10000038147, 0, 0, 0);
CreateObject(700, -795.20001220703, 999.09997558594, 18.299999237061, 0, 0, 0);
CreateObject(700, -804.59997558594, 998.90002441406, 19.299999237061, 0, 0, 0);
CreateObject(700, -816.09997558594, 998, 20.700000762939, 0, 0, 0);
CreateObject(700, -728.29998779297, 978.79998779297, 11.39999961853, 0, 0, 0);
CreateObject(700, -734, 984.79998779297, 11.39999961853, 0, 0, 0);
CreateObject(700, -741.79998779297, 993.20001220703, 12.39999961853, 0, 0, 0);
CreateObject(700, -750.40002441406, 1000.0999755859, 14.60000038147, 0, 0, 0);
CreateObject(700, -759.59997558594, 1003.200012207, 15.699999809265, 0, 0, 0);
CreateObject(700, -770, 1006.0999755859, 16.700000762939, 0, 0, 0);
CreateObject(700, -784, 1008.299987793, 17.5, 0, 0, 0);
CreateObject(700, -794.8994140625, 1010.7998046875, 18.5, 0, 0, 0);
CreateObject(700, -807.40002441406, 1011.5999755859, 19.89999961853, 0, 0, 0);
CreateObject(700, -827.29998779297, 997.59997558594, 22.60000038147, 0, 0, 0);
CreateObject(700, -816.5, 1011, 21, 0, 0, 0);
CreateObject(700, -828.90002441406, 1009.5999755859, 22.700000762939, 0, 0, 0);
CreateObject(981, -821.20001220703, 1075.5, 34, 0, 0, 36);
CreateObject(981, -827.20001220703, 1083.3000488281, 34, 0, 0, 35.996704101563);
CreateObject(3276, -725.099609375, 788.69921875, 17.799999237061, 0, 0, 259.99694824219);
CreateObject(3276, -727.3994140625, 776.69921875, 18.299999237061, 0, 0, 257.99194335938);
CreateObject(3524, -716.59997558594, 909.5, 14.199999809265, 0, 0, 0);
CreateObject(3524, -729.90002441406, 910.20001220703, 14.199999809265, 0, 0, 0);
CreateObject(3524, -714.5, 991.40002441406, 14.10000038147, 0, 0, 178);
CreateObject(3524, -726.09997558594, 991.5, 14.199999809265, 0, 0, 177.99499511719);
CreateObject(3276, -725.3994140625, 985.19921875, 12.199999809265, 0, 0, 263.99597167969);
CreateObject(3525, -705.79998779297, 938.79998779297, 18.700000762939, 0, 0, 0);
CreateObject(3525, -688.09997558594, 931.40002441406, 22.10000038147, 0, 0, 0);
CreateObject(14637, -759.79998779297, 725.59997558594, 35, 0, 0, 235.99996948242);
CreateObject(14637, -579.90002441406, 1109.0999755859, 29.5, 0, 0, 46);
CreateObject(14637, -838.59997558594, 1001.200012207, 39.5, 0, 0, 183.99996948242);
CreateObject(12915, -643.79998779297, 1015.799987793, 11.10000038147, 0, 0, 0);
CreateObject(688, -639.79998779297, 1127.5999755859, 13, 0, 0, 0);
CreateObject(683, -632.79998779297, 1108.8000488281, 13.699999809265, 0, 0, 0);
CreateObject(683, -615.79998779297, 1094.4000244141, 11.89999961853, 0, 0, 0);
CreateObject(688, -614.70001220703, 1112.4000244141, 12.300000190735, 0, 0, 0);
CreateObject(683, -619.59997558594, 1127.8000488281, 13, 0, 0, 0);
CreateObject(688, -622.20001220703, 1140.5, 13.60000038147, 0, 0, 0);
CreateObject(688, -592.29998779297, 1115.5999755859, 10.10000038147, 0, 0, 0);
CreateObject(683, -604.59997558594, 1127.8000488281, 10.199999809265, 0, 0, 0);
CreateObject(683, -653.29998779297, 1075.4000244141, 12.699999809265, 0, 0, 0);
CreateObject(688, -633.09997558594, 1081.9000244141, 12.10000038147, 0, 0, 0);
CreateObject(688, -677.90002441406, 1064.6999511719, 13, 0, 0, 0);
CreateObject(688, -577.29998779297, 1094.5, 10.39999961853, 0, 0, 0);
CreateObject(683, -566.40002441406, 1094, 10.39999961853, 0, 0, 0);
CreateObject(683, -568.29998779297, 1064, 8.1999998092651, 0, 0, 0);
CreateObject(688, -566.5, 1076, 9, 0, 0, 0);
CreateObject(683, -556, 1086, 9.6999998092651, 0, 0, 0);
CreateObject(683, -596.70001220703, 1075.9000244141, 10.60000038147, 0, 0, 0);
CreateObject(688, -589.5, 1067.5999755859, 9.3000001907349, 0, 0, 0);
CreateObject(688, -584.40002441406, 1053.5, 8.3999996185303, 0, 0, 0);
CreateObject(683, -615.20001220703, 1064.1999511719, 10.89999961853, 0, 0, 0);
CreateObject(688, -609.79998779297, 1053.3000488281, 10.199999809265, 0, 0, 0);
CreateObject(683, -588.40002441406, 1041.9000244141, 8.3999996185303, 0, 0, 0);
CreateObject(683, -593.29998779297, 1028.8000488281, 8.6999998092651, 0, 0, 0);
CreateObject(688, -603, 1040.8000488281, 9.1000003814697, 0, 0, 0);
CreateObject(683, -607.70001220703, 1003, 8.5, 0, 0, 0);
CreateObject(688, -609.5, 1018.5999755859, 8.8999996185303, 0, 0, 0);
CreateObject(683, -633.79998779297, 1049.6999511719, 11.39999961853, 0, 0, 0);
CreateObject(3095, -653.29998779297, 948.79998779297, 11.10000038147, 0, 0, 0);
CreateObject(3934, -653.09997558594, 949, 11.699999809265, 0, 0, 0);
CreateObject(3526, -656.70001220703, 945.90002441406, 11.699999809265, 0, 0, 0);
CreateObject(3526, -656.70001220703, 952, 11.699999809265, 0, 0, 0);
CreateObject(3526, -649.79998779297, 945.90002441406, 11.699999809265, 0, 0, 0);
CreateObject(3526, -649.79998779297, 952, 11.699999809265, 0, 0, 0);
CreateObject(683, -688, 1081.5, 18.60000038147, 0, 0, 0);
CreateObject(683, -665.90002441406, 1087.5999755859, 15.39999961853, 0, 0, 0);
CreateObject(688, -662.90002441406, 1076.9000244141, 13.800000190735, 0, 0, 0);
CreateObject(688, -698.09997558594, 1070.0999755859, 17.39999961853, 0, 0, 0);
CreateObject(688, -707.09997558594, 1055.5, 14.300000190735, 0, 0, 0);
CreateObject(683, -734, 1058.5, 21, 0, 0, 0);
CreateObject(17037, -685.5, 974.29998779297, 13.60000038147, 0, 0, 90);
CreateObject(3524, -727.19921875, 977.2998046875, 14.300000190735, 0, 0, 263.99047851563);
CreateObject(3524, -727.90002441406, 965.70001220703, 14.300000190735, 0, 0, 263.99047851563);
CreateObject(13296, -691.40002441406, 1024, 14.60000038147, 0, 0, 219.99996948242);
CreateObject(1676, -699, 1025.4000244141, 13.199999809265, 0, 0, 40);
CreateObject(1676, -695.90002441406, 1028.0999755859, 13.199999809265, 0, 0, 39.995727539063);
CreateObject(1676, -692.5, 1030.9000244141, 13.199999809265, 0, 0, 39.995727539063);
CreateObject(7073, -690.5, 790.90002441406, 31.799999237061, 0, 0, 0);
CreateObject(1632, -606.90002441406, 754.29998779297, 0, 0, 0, 176);
CreateObject(1632, -607.40002441406, 747.40002441406, 0, 0, 0, 355.99548339844);
